mapping_type	genus	species	sample_number	sample_name	number_reads_after_clipmerge_prior_mapping	number_reads_mapped_prior_rmdup	number_duplicates_removed	number_reads_mapped_after_rmdup	percent_endogenous_dna	cluster_factor	mean_fold_coverage	std_dev_coverage	percent_coverage_morethan_1x	percent_coverage_morethan_2x	percent_coverage_morethan_3x	percent_coverage_morethan_4x	percent_coverage_morethan_5x	frequency_damage_1st_base_3prime	frequency_damage_2nd_base_3prime	frequency_damage_1st_base_5prime	frequency_damage_2nd_base_5prime	average_fragment_length	median_fragment_length	percent_gc_content	Env	Description	Host_General	Host_Genus	Host_Common	Age	Location	total_number_raw_reads_before_clipmerge	total_number_reads_after_clipmerge_prior_mapping	total_number_merged_reads	mean_percent_merged_reads	total_number_reads_not_attempted_to_map	total_number_reads_mapped_prior_rmdup	total_number_duplicates_removed	total_number_reads_mapped_after_rmdup	mean_percent_endogenous_dna	mean_cluster_factor	mean_mean_fold_coverage	mean_std_dev_coverage	mean_percent_coverage_morethan_1x	mean_percent_coverage_morethan_2x	mean_percent_coverage_morethan_3x	mean_percent_coverage_morethan_4x	mean_percent_coverage_morethan_5x	total_number_reads_on_mitochondrium	mean_average_coverage_on_mitochondrium	mean_ratio_mitochondrion_to_nuclear	mean_frequency_damage_1st_base_3prime	mean_frequency_damage_2nd_base_3prime	mean_frequency_damage_1st_base_5prime	mean_frequency_damage_2nd_base_5prime	mean_average_fragment_length	mean_median_fragment_length	mean_percent_gc_content	total_unmapped_reads
initial_single_genome	Treponema	Treponema_socranskii_subsp_paredis_ATCC_35535	Sample 29/29	VLC009	12540	12540	398	12142	100	1.033	0.4168	1.1379	29.11	7.93	2.29	0.72	0.27	0.0417	0.0353	0.0296	0.0295	94.12	84	50.31	ModernDayHuman_2	Homo_sapiens_sapiens	ModernDayHuman	Homo	Homo (Modern Human)	ModernDay	Spain	NA	32500037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33664784
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 14/29	LIB007.A0115	1	1	0	1	100	1	0	0.0031	0	0	0	0	0	0	0	0	0	33	33	72.73	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 15/29	LIB007.A0116	6	6	3	3	100	2	0	0.0072	0	0	0	0	0	0	0	0	0	36	37	66.67	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 16/29	LIB007.A0135.SG1.1	17	17	10	7	100	2.429	1e-4	0.0087	0.01	0	0	0	0	0	0	0	0	38.57	32	67.78	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 17/29	LIB025.A0301	857	857	180	677	100	1.266	0.01	0.1033	0.98	0.02	0	0	0	0.0282	0.0183	0.0522	0.0221	52.37	48	71.95	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 18/29	LIB025.A1001	48	48	24	24	100	2	3e-4	0.021	0.03	0.01	0	0	0	0	0	0.2	0.2	49.79	41	64.94	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Actinomyces	Actinomyces_dentalis_DSM_19115	Sample 19/29	LIB025.A1301	84	84	48	36	100	2.333	4e-4	0.0208	0.04	0	0	0	0	0	0	0	0	40.53	35	70.73	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 14/29	LIB007.A0115	3	3	0	3	100	1	0	0.007	0	0	0	0	0	0	0	0	0	37.33	36	54.05	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 15/29	LIB007.A0116	3	3	0	3	100	1	1e-4	0.0079	0.01	0	0	0	0	0	0	0	0	48	46	52.08	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 16/29	LIB007.A0135.SG1.1	6	6	2	4	100	1.5	1e-4	0.0082	0.01	0	0	0	0	0	0	0	0	38.25	35.5	58.17	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 17/29	LIB025.A0301	25	25	2	23	100	1.087	4e-4	0.0223	0.04	0	0	0	0	0	0	0	0	42.78	38	54.27	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 18/29	LIB025.A1001	9	9	3	6	100	1.5	1e-4	0.0111	0.01	0	0	0	0	0	0	0	0	36.5	36.5	61.64	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Campylobacter	Campylobacter_gracilis	Sample 19/29	LIB025.A1301	17	17	11	6	100	2.833	1e-4	0.0113	0.01	0	0	0	0	0	0	0	0	37.67	36.5	59.73	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 14/29	LIB007.A0115	12	12	4	8	100	1.5	2e-4	0.0182	0.01	0	0	0	0	0	0	0	0	51	49	47.55	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 15/29	LIB007.A0116	14	14	5	9	100	1.556	2e-4	0.017	0.01	0.01	0	0	0	0	0	0	0	50.33	41	51.43	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 16/29	LIB007.A0135.SG1.1	22	22	14	8	100	2.75	2e-4	0.0125	0.02	0	0	0	0	0	0	0	0	52.5	50.5	44.52	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 17/29	LIB025.A0301	61	61	11	50	100	1.22	8e-4	0.0378	0.06	0.01	0.01	0	0	0	0	0	0	43.56	41	51.61	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 18/29	LIB025.A1001	35	35	16	19	100	1.842	3e-4	0.0258	0.03	0	0	0	0	0	0	0	0	48.89	39	52.1	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Capnocytophaga	Capnocytophaga_gingivalis_ATCC_33624	Sample 19/29	LIB025.A1301	64	64	32	32	100	2	8e-4	0.045	0.05	0.01	0.01	0	0	0.1	0	0	0	65.31	76	48.59	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 14/29	LIB007.A0115	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 15/29	LIB007.A0116	5	5	3	2	100	2.5	0	0.0072	0	0	0	0	0	0	0	0	0	37.5	37.5	64	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 16/29	LIB007.A0135.SG1.1	12	12	4	8	100	1.5	1e-4	0.0122	0.01	0	0	0	0	0	0	0	0	47.38	51.5	57.26	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 17/29	LIB025.A0301	64	64	13	51	100	1.255	8e-4	0.0393	0.06	0.02	0	0	0	0	0	0	0	45.27	42	56.52	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 18/29	LIB025.A1001	48	48	24	24	100	2	4e-4	0.0239	0.03	0.01	0	0	0	0	0	0	0.2857	46.13	38.5	53.93	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Corynebacterium	Corynebacterium_matruchotii_ATCC_14266	Sample 19/29	LIB025.A1301	51	51	29	22	100	2.318	4e-4	0.0209	0.04	0	0	0	0	0	0	0	0	49.32	43	57.97	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 14/29	LIB007.A0115	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 15/29	LIB007.A0116	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 16/29	LIB007.A0135.SG1.1	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 17/29	LIB025.A0301	67	67	13	54	100	1.241	0.001	0.0314	0.1	0	0	0	0	0.1111	0	0.0526	0	50	42	65.78	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 18/29	LIB025.A1001	5	5	3	2	100	2.5	0	0.0048	0	0	0	0	0	0	0	0	0	31.5	31.5	68.25	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Fretibacterium	Fretibacterium_fastidiosum	Sample 19/29	LIB025.A1301	14	14	8	6	100	2.333	1e-4	0.0103	0.01	0	0	0	0	0	0	0	0	37.67	39	63.27	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 14/29	LIB007.A0115	1	1	0	1	100	1	0	0.0037	0	0	0	0	0	0	0	0	0	34	34	58.82	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 15/29	LIB007.A0116	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 16/29	LIB007.A0135.SG1.1	10	10	6	4	100	2.5	1e-4	0.0075	0.01	0	0	0	0	0	0	0	0	34.5	31	50.72	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 17/29	LIB025.A0301	35	35	2	33	100	1.061	6e-4	0.028	0.06	0.01	0	0	0	0	0	0	0	46.18	41	49.67	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 18/29	LIB025.A1001	11	11	2	9	100	1.222	1e-4	0.0115	0.01	0	0	0	0	0	0	0	0	35.44	35	57.37	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Fusobacterium	Fusobacterium_hwasookii_ChDC_F206	Sample 19/29	LIB025.A1301	27	27	16	11	100	2.455	2e-4	0.0183	0.02	0	0	0	0	0	0	0	0	54.91	38	37.42	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 14/29	LIB007.A0115	1	1	0	1	100	1	0	0.0033	0	0	0	0	0	0	0	0	0	34	34	58.82	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 15/29	LIB007.A0116	5	5	1	4	100	1.25	0	0.0083	0	0	0	0	0	0	0	0	0	37.5	37.5	62	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 16/29	LIB007.A0135.SG1.1	3	3	1	2	100	1.5	0	0.005	0	0	0	0	0	0	0	0	0	40.5	40.5	56.79	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 17/29	LIB025.A0301	77	77	13	64	100	1.203	0.001	0.0371	0.08	0.01	0	0	0	0.0556	0.0714	0.0435	0.05	49.17	44	61.14	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 18/29	LIB025.A1001	27	27	17	10	100	2.7	1e-4	0.0138	0.01	0	0	0	0	0	0	0	0.2	46.9	38	60.34	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Olsenella	Olsenella_sp_oral_taxon_807	Sample 19/29	LIB025.A1301	8	8	4	4	100	2	0	0.0064	0	0	0	0	0	0	0	0	0	33	33	62.88	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 14/29	LIB007.A0115	31	31	1	30	100	1.033	5e-4	0.0273	0.03	0.01	0	0	0	0	0.1667	0	0	44.47	40.5	51.65	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 15/29	LIB007.A0116	13	13	1	12	100	1.083	2e-4	0.0135	0.02	0	0	0	0	0	0	0	0	44.67	41	55.78	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 16/29	LIB007.A0135.SG1.1	57	57	19	38	100	1.5	6e-4	0.0276	0.05	0.01	0	0	0	0	0	0	0	47.47	44.5	55.02	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 17/29	LIB025.A0301	196	196	26	170	100	1.153	0.0027	0.0616	0.23	0.03	0.01	0	0	0	0.05	0.0213	0	46.18	42.5	58.93	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 18/29	LIB025.A1001	112	112	59	53	100	2.113	8e-4	0.0315	0.07	0.01	0	0	0	0	0	0.0526	0	45.08	37	54.92	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
initial_single_genome	Ottowia	Ottowia_sp_oral_taxon_894	Sample 19/29	LIB025.A1301	84	84	37	47	100	1.787	7e-4	0.0267	0.07	0	0	0	0	0	0	0	0	42.26	36	56.65	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1256380	545916	125328	22.957	410694	181248	167531	13717	33.201	13.213	3e-4	0.3198	0.01	0	0	0	0	11	0.046230913151065	174.22	0.0041	0.0148	0.0012	0.0045	59.94	57	63.2	364668
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 14/29	LIB007.A0115	1	1	0	1	100	1	0	0.0037	0	0	0	0	0	0	0	0	0	34	34	51.52	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985400	364172	104949	28.819	258418	103702	100088	3614	28.476	28.695	1e-4	0.2132	0	0	0	0	0	0	NaN	0	0.0293	0.0252	0.0175	0.0208	58.67	62	93.35	260470
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 15/29	LIB007.A0116	0	0	0	0	NaN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1227864	251819	26141	10.381	225230	99504	96659	2845	39.514	34.975	1e-4	0.1513	0	0	0	0	0	0	NaN	0	0.0175	0.0217	0.0171	0.0066	64.7	68	84.9	152315
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 16/29	LIB007.A0135.SG1.1	1	1	0	1	100	1	0	0.0041	0	0	0	0	0	0	0	0	0	39	39	61.54	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2830970	838216	101666	12.129	734694	355189	340464	14725	42.374	24.121	3e-4	0.2458	0.02	0	0	0	0	6	0.02667632325427	81.21	0.0036	0.0061	0.0027	0.0036	69.09	74	53.34	483027
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 17/29	LIB025.A0301	60	60	5	55	100	1.091	0.0012	0.0407	0.1	0.01	0	0	0	0	0	0	0	49.36	44	52.62	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	1985302	737031	625246	84.833	111734	24280	4742	19538	3.294	1.243	4e-4	0.0228	0.03	0	0	0	0	3	0.010924014726296	30.68	0.0055	0.0036	0.005	0.0024	56.42	53	42.8	712751
initial_single_genome	Porphyromonas	Porphyromonas_gingivalis_ATCC_33277	Sample 18/29	LIB025.A1001	13	13	4	9	100	1.444	1e-4	0.0132	0.01	0	0	0	0	0	0	0	0	39	38	59.26	NA	library_blank	LibraryBlank	Control	LibraryBlank	ModernDay	Germany	2785008	1377612	560049	40.654	806232	368292	346338	21954	26.734	16.776	4e-4	0.3484	0.03	0	0	0	0	5	0.026797030599312	65.55	0.0085	0.0127	0.0099	0.0069	57.66	53	57.2	1009320
