Software	Database	Tax_Level	Threshold	Host_Genus	Taxon	Populations_Taxa_Present_In	Populations_in_Study	Proportion_Taxa_Present_In
MetaPhlAn2	mp2	species	0.02	Gorilla	Rothia_unclassified	2	3	66.7
MALT	refseq	genus	0.02	Pan	Ruminococcus	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Saccharopolyspora	1	1	100
MALT	refseq	genus	0.02	Pan	Saccharopolyspora	2	3	66.7
MALT	refseq	genus	0.02	Alouatta	Selenomonas	1	1	100
MALT	refseq	genus	0.02	Gorilla	Selenomonas	3	3	100
MALT	refseq	genus	0.02	Pan	Selenomonas	2	3	66.7
MALT	refseq	genus	0.02	Homo	Selenomonas	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Gorilla	Selenomonas	2	3	66.7
MetaPhlAn2	mp2	genus	0.02	Homo	Selenomonas	4	6	66.7
MALT	refseq	species	0.02	Alouatta	Selenomonas artemidis	1	1	100
MALT	refseq	species	0.02	Alouatta	Selenomonas sp. F0473	1	1	100
MetaPhlAn2	mp2	species	0.02	Gorilla	Selenomonas_noxia	2	3	66.7
MALT	refseq	genus	0.02	Pan	Shuttleworthia	2	3	66.7
MALT	refseq	genus	0.02	Gorilla	Slackia	2	3	66.7
MALT	refseq	genus	0.02	Pan	Slackia	2	3	66.7
MALT	refseq	genus	0.02	Homo	Slackia	4	6	66.7
MetaPhlAn2	mp2	genus	0.02	Pan	Slackia	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Slackia	4	6	66.7
MALT	refseq	species	0.02	Homo	Slackia exigua	4	6	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Slackia_exigua	3	3	100
MetaPhlAn2	mp2	species	0.02	Pan	Slackia_unclassified	3	3	100
MALT	refseq	genus	0.02	Pan	Solobacterium	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Sphingobacterium mizutaii	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Sphingobacterium_unclassified	1	1	100
MALT	refseq	genus	0.02	Alouatta	Streptococcus	1	1	100
MALT	refseq	genus	0.02	Gorilla	Streptococcus	3	3	100
MALT	refseq	genus	0.02	Pan	Streptococcus	2	3	66.7
MALT	refseq	genus	0.02	Homo	Streptococcus	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Alouatta	Streptococcus	1	1	100
MetaPhlAn2	mp2	genus	0.02	Gorilla	Streptococcus	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Streptococcus	6	6	100
MALT	refseq	species	0.02	Alouatta	Streptococcus agalactiae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus anginosus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus caballi	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus canis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus constellatus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus cristatus	1	1	100
MALT	refseq	species	0.02	Homo	Streptococcus cristatus	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Streptococcus devriesei	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus dysgalactiae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus entericus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus equi	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus equinus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus ferus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus gallolyticus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus gordonii	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus halotolerans	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus henryi	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus himalayensis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus infantis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus iniae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus intermedius	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus macedonicus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus marmotae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus massiliensis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus merionis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus mitis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus mutans	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus oralis	1	1	100
MALT	refseq	species	0.02	Homo	Streptococcus oralis	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Streptococcus orisratti	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus ovis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus parasanguinis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus pasteurianus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus pluranimalium	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus plurextorum	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus pneumoniae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus porci	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus pseudopneumoniae	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus pyogenes	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus salivarius	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sanguinis	1	1	100
MALT	refseq	species	0.02	Homo	Streptococcus sanguinis	5	6	83.3
MALT	refseq	species	0.02	Alouatta	Streptococcus sobrinus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. 2_1_36FAA	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. DD04	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. DD10	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. DD12	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. DD13	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. HMSC071D03	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus sp. HMSC072G04	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus suis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus thermophilus	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus thoraltensis	1	1	100
MALT	refseq	species	0.02	Alouatta	Streptococcus uberis	1	1	100
MetaPhlAn2	mp2	species	0.02	Alouatta	Streptococcus_massiliensis	1	1	100
MetaPhlAn2	mp2	species	0.02	Homo	Streptococcus_sanguinis	6	6	100
MALT	refseq	genus	0.02	Alouatta	Streptomyces	1	1	100
MALT	refseq	genus	0.02	Gorilla	Streptomyces	3	3	100
MALT	refseq	genus	0.02	Pan	Streptomyces	2	3	66.7
MALT	refseq	genus	0.02	Homo	Streptomyces	5	6	83.3
MALT	refseq	genus	0.02	Control	Streptomyces	2	2	100
MALT	refseq	genus	0.02	Pan	Subdoligranulum	2	3	66.7
MALT	refseq	genus	0.02	Pan	Tannerella	2	3	66.7
MALT	refseq	genus	0.02	Homo	Tannerella	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Pan	Tannerella	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Tannerella	6	6	100
MALT	refseq	species	0.02	Homo	Tannerella forsythia	5	6	83.3
MALT	refseq	species	0.02	Homo	Tannerella sp. oral taxon HOT-286	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Pan	Tannerella_forsythia	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Tannerella_forsythia	6	6	100
MALT	refseq	genus	0.02	Alouatta	Tessaracoccus	1	1	100
MALT	refseq	genus	0.02	Gorilla	Tessaracoccus	2	3	66.7
MALT	refseq	species	0.02	Alouatta	Tessaracoccus aquimaris	1	1	100
MALT	refseq	species	0.02	Alouatta	Tessaracoccus flavescens	1	1	100
MALT	refseq	species	0.02	Alouatta	Tessaracoccus flavus	1	1	100
MALT	refseq	species	0.02	Alouatta	Tessaracoccus sp. T2.5-30	1	1	100
MALT	refseq	genus	0.02	Pan	Treponema	2	3	66.7
MALT	refseq	genus	0.02	Homo	Treponema	5	6	83.3
MetaPhlAn2	mp2	genus	0.02	Pan	Treponema	3	3	100
MetaPhlAn2	mp2	genus	0.02	Homo	Treponema	6	6	100
MALT	refseq	species	0.02	Homo	Treponema denticola	5	6	83.3
MALT	refseq	species	0.02	Homo	Treponema maltophilum	5	6	83.3
MALT	refseq	species	0.02	Homo	Treponema socranskii	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Pan	Treponema_denticola	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Homo	Treponema_denticola	5	6	83.3
MetaPhlAn2	mp2	species	0.02	Pan	Treponema_lecithinolyticum	2	3	66.7
MetaPhlAn2	mp2	species	0.02	Pan	Treponema_maltophilum	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Treponema_maltophilum	6	6	100
MetaPhlAn2	mp2	species	0.02	Pan	Treponema_socranskii	3	3	100
MetaPhlAn2	mp2	species	0.02	Homo	Treponema_socranskii	6	6	100
MALT	refseq	genus	0.02	Alouatta	Veillonella	1	1	100
MALT	refseq	species	0.02	Alouatta	Veillonella rodentium	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Abiotrophia	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Homo	Abiotrophia_defectiva	5	6	83.3
MALT	refseq	genus	0.05	Alouatta	Actinobacillus	1	1	100
MALT	refseq	genus	0.05	Gorilla	Actinobacillus	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Alouatta	Actinobacillus	1	1	100
MALT	refseq	species	0.05	Alouatta	Actinobacillus succinogenes	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Actinobacillus_unclassified	1	1	100
MALT	refseq	genus	0.05	Alouatta	Actinobaculum	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Actinobaculum	2	3	66.7
MALT	refseq	species	0.05	Alouatta	Actinobaculum sp. oral taxon 183	1	1	100
MALT	refseq	genus	0.05	Alouatta	Actinomyces	1	1	100
MALT	refseq	genus	0.05	Gorilla	Actinomyces	3	3	100
MALT	refseq	genus	0.05	Pan	Actinomyces	2	3	66.7
MALT	refseq	genus	0.05	Homo	Actinomyces	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Actinomyces	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Actinomyces	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Actinomyces	6	6	100
MALT	refseq	species	0.05	Alouatta	Actinomyces dentalis	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces dentalis	5	6	83.3
MALT	refseq	species	0.05	Alouatta	Actinomyces gerencseriae	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces gerencseriae	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Actinomyces israelii	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces israelii	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Actinomyces johnsonii	1	1	100
MALT	refseq	species	0.05	Alouatta	Actinomyces massiliensis	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces massiliensis	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Actinomyces naeslundii	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces naeslundii	5	6	83.3
MALT	refseq	species	0.05	Alouatta	Actinomyces oris	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces oris	5	6	83.3
MALT	refseq	species	0.05	Alouatta	Actinomyces slackii	1	1	100
MALT	refseq	species	0.05	Alouatta	Actinomyces sp. oral taxon 170	1	1	100
MALT	refseq	species	0.05	Alouatta	Actinomyces sp. oral taxon 414	1	1	100
MALT	refseq	species	0.05	Homo	Actinomyces sp. oral taxon 414	5	6	83.3
MALT	refseq	species	0.05	Alouatta	Actinomyces sp. oral taxon 448	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Actinomyces_massiliensis	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Actinomyces_massiliensis	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Homo	Actinomyces_massiliensis	4	6	66.7
MetaPhlAn2	mp2	species	0.05	Gorilla	Actinomyces_naeslundii	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Gorilla	Actinomyces_viscosus	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Homo	Actinomyces_viscosus	4	6	66.7
MALT	refseq	genus	0.05	Alouatta	Aeromicrobium	1	1	100
MALT	refseq	genus	0.05	Alouatta	Aggregatibacter	1	1	100
MALT	refseq	genus	0.05	Gorilla	Aggregatibacter	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Alouatta	Aggregatibacter	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Aggregatibacter	2	3	66.7
MALT	refseq	species	0.05	Alouatta	Aggregatibacter actinomycetemcomitans	1	1	100
MALT	refseq	species	0.05	Alouatta	Aggregatibacter aphrophilus	1	1	100
MALT	refseq	species	0.05	Alouatta	Aggregatibacter segnis	1	1	100
MALT	refseq	species	0.05	Alouatta	Aggregatibacter sp. oral taxon 458	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Aggregatibacter_actinomycetemcomitans	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Aggregatibacter_actinomycetemcomitans	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Alouatta	Aggregatibacter_aphrophilus	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Aggregatibacter_aphrophilus	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Gorilla	Aggregatibacter_unclassified	2	3	66.7
MALT	refseq	genus	0.05	Pan	Anaeroglobus	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Anaeroglobus	3	3	100
MetaPhlAn2	mp2	species	0.05	Pan	Anaeroglobus_geminatus	3	3	100
MALT	refseq	species	0.05	Homo	Anaerolineaceae bacterium oral taxon 439	4	6	66.7
MALT	refseq	genus	0.05	Pan	Atopobium	2	3	66.7
MALT	refseq	genus	0.05	Pan	Bacteroides	2	3	66.7
MALT	refseq	species	0.05	Homo	Bacteroidetes oral taxon 274	4	6	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Bacteroidetes_bacterium_oral_taxon_272	3	3	100
MetaPhlAn2	mp2	species	0.05	Homo	Bacteroidetes_bacterium_oral_taxon_272	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Bacteroidetes_noname	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Bacteroidetes_noname	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Pan	Bacteroidetes_oral_taxon_274	3	3	100
MetaPhlAn2	mp2	species	0.05	Homo	Bacteroidetes_oral_taxon_274	5	6	83.3
MALT	refseq	genus	0.05	Alouatta	Basfia	1	1	100
MALT	refseq	genus	0.05	Alouatta	Brevibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.05	Alouatta	Brevibacterium	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Brevibacterium	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Alouatta	Brevibacterium_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Brevibacterium_unclassified	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Campylobacter	1	1	100
MALT	refseq	genus	0.05	Pan	Campylobacter	2	3	66.7
MALT	refseq	genus	0.05	Homo	Campylobacter	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Campylobacter	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Campylobacter	6	6	100
MALT	refseq	species	0.05	Alouatta	Campylobacter curvus	1	1	100
MALT	refseq	species	0.05	Homo	Campylobacter showae	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Alouatta	Campylobacter_curvus	1	1	100
MetaPhlAn2	mp2	species	0.05	Homo	Campylobacter_showae	6	6	100
MALT	refseq	genus	0.05	Pan	Candidatus Methanomethylophilus	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Capnocytophaga	1	1	100
MALT	refseq	genus	0.05	Pan	Capnocytophaga	2	3	66.7
MALT	refseq	genus	0.05	Homo	Capnocytophaga	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Capnocytophaga	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Capnocytophaga	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Homo	Capnocytophaga	6	6	100
MALT	refseq	species	0.05	Alouatta	Capnocytophaga gingivalis	1	1	100
MALT	refseq	species	0.05	Alouatta	Capnocytophaga haemolytica	1	1	100
MALT	refseq	species	0.05	Alouatta	Capnocytophaga sputigena	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Capnocytophaga_gingivalis	1	1	100
MetaPhlAn2	mp2	species	0.05	Homo	Capnocytophaga_unclassified	6	6	100
MetaPhlAn2	mp2	genus	0.05	Alouatta	Cardiobacteriaceae_unclassified	1	1	100
MALT	refseq	genus	0.05	Alouatta	Cardiobacterium	1	1	100
MALT	refseq	genus	0.05	Homo	Cardiobacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Cardiobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Cardiobacterium	5	6	83.3
MALT	refseq	species	0.05	Alouatta	Cardiobacterium hominis	1	1	100
MALT	refseq	species	0.05	Alouatta	Cardiobacterium valvarum	1	1	100
MALT	refseq	species	0.05	Homo	Cardiobacterium valvarum	4	6	66.7
MetaPhlAn2	mp2	species	0.05	Alouatta	Cardiobacterium_hominis	1	1	100
MetaPhlAn2	mp2	species	0.05	Homo	Cardiobacterium_valvarum	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Clostridiales_Family_XIII_Incertae_Sedis_unclassified	3	3	100
MALT	refseq	genus	0.05	Pan	Clostridium	2	3	66.7
MALT	refseq	genus	0.05	Pan	Collinsella	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Corynebacterium	1	1	100
MALT	refseq	genus	0.05	Gorilla	Corynebacterium	3	3	100
MALT	refseq	genus	0.05	Homo	Corynebacterium	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Homo	Corynebacterium	6	6	100
MALT	refseq	species	0.05	Homo	Corynebacterium matruchotii	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Homo	Corynebacterium_matruchotii	6	6	100
MALT	refseq	genus	0.05	Pan	Cryptobacterium	2	3	66.7
MALT	refseq	genus	0.05	Pan	Desulfobulbus	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Desulfobulbus	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Desulfobulbus	4	6	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Desulfobulbus_sp_oral_taxon_041	3	3	100
MetaPhlAn2	mp2	species	0.05	Homo	Desulfobulbus_sp_oral_taxon_041	4	6	66.7
MALT	refseq	genus	0.05	Pan	Dialister	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Dialister	3	3	100
MetaPhlAn2	mp2	species	0.05	Pan	Dialister_invisus	3	3	100
MALT	refseq	genus	0.05	Pan	Eggerthella	2	3	66.7
MALT	refseq	genus	0.05	Pan	Eggerthia	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Eikenella	1	1	100
MALT	refseq	genus	0.05	Gorilla	Eikenella	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Homo	Eikenella	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Eikenella corrodens	1	1	100
MetaPhlAn2	mp2	species	0.05	Homo	Eikenella_corrodens	4	6	66.7
MALT	refseq	genus	0.05	Pan	Eubacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Eubacterium	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Homo	Eubacterium_yurii	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Fretibacterium	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Fretibacterium	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Pan	Fretibacterium_fastidiosum	3	3	100
MetaPhlAn2	mp2	species	0.05	Homo	Fretibacterium_fastidiosum	5	6	83.3
MALT	refseq	genus	0.05	Alouatta	Fusobacterium	1	1	100
MALT	refseq	genus	0.05	Gorilla	Fusobacterium	3	3	100
MALT	refseq	genus	0.05	Pan	Fusobacterium	2	3	66.7
MALT	refseq	genus	0.05	Homo	Fusobacterium	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Alouatta	Fusobacterium	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Fusobacterium	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Fusobacterium	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Fusobacterium	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Fusobacterium nucleatum	1	1	100
MALT	refseq	species	0.05	Homo	Fusobacterium nucleatum	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Fusobacterium periodonticum	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Fusobacterium_nucleatum	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Fusobacterium_nucleatum	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Fusobacterium_nucleatum	3	3	100
MetaPhlAn2	mp2	species	0.05	Homo	Fusobacterium_nucleatum	4	6	66.7
MALT	refseq	genus	0.05	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	genus	0.05	Alouatta	Gemella	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Gemella_unclassified	1	1	100
MALT	refseq	genus	0.05	Pan	Gordonibacter	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Haemophilus	1	1	100
MALT	refseq	genus	0.05	Gorilla	Haemophilus	2	3	66.7
MALT	refseq	species	0.05	Alouatta	Haemophilus massiliensis	1	1	100
MALT	refseq	species	0.05	Alouatta	Haemophilus parainfluenzae	1	1	100
MALT	refseq	genus	0.05	Pan	Johnsonella	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Kingella	1	1	100
MALT	refseq	genus	0.05	Gorilla	Kingella	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Alouatta	Kingella	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Kingella	2	3	66.7
MALT	refseq	species	0.05	Alouatta	Kingella oralis	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Kingella_oralis	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Kingella_unclassified	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Lautropia	1	1	100
MALT	refseq	genus	0.05	Gorilla	Lautropia	2	3	66.7
MALT	refseq	genus	0.05	Homo	Lautropia	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Homo	Lautropia	6	6	100
MALT	refseq	species	0.05	Alouatta	Lautropia mirabilis	1	1	100
MALT	refseq	species	0.05	Homo	Lautropia mirabilis	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Homo	Lautropia_mirabilis	6	6	100
MALT	refseq	genus	0.05	Pan	Lawsonella	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Leptotrichia	1	1	100
MALT	refseq	genus	0.05	Homo	Leptotrichia	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Leptotrichia	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Leptotrichia	4	6	66.7
MALT	refseq	species	0.05	Alouatta	Leptotrichia goodfellowii	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Leptotrichia_goodfellowii	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Leptotrichiaceae_unclassified	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Megasphaera	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Megasphaera_unclassified	2	3	66.7
MALT	refseq	genus	0.05	Pan	Mogibacterium	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Necropsobacter	1	1	100
MALT	refseq	species	0.05	Alouatta	Necropsobacter massiliensis	1	1	100
MALT	refseq	genus	0.05	Alouatta	Neisseria	1	1	100
MALT	refseq	genus	0.05	Gorilla	Neisseria	2	3	66.7
MALT	refseq	genus	0.05	Homo	Neisseria	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Alouatta	Neisseria	1	1	100
MetaPhlAn2	mp2	genus	0.05	Gorilla	Neisseria	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Homo	Neisseria	6	6	100
MALT	refseq	species	0.05	Alouatta	Neisseria bacilliformis	1	1	100
MALT	refseq	species	0.05	Alouatta	Neisseria elongata	1	1	100
MALT	refseq	species	0.05	Alouatta	Neisseria shayeganii	1	1	100
MALT	refseq	species	0.05	Alouatta	Neisseria sp. oral taxon 014	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Neisseria_bacilliformis	1	1	100
MetaPhlAn2	mp2	species	0.05	Alouatta	Neisseria_unclassified	1	1	100
MetaPhlAn2	mp2	species	0.05	Gorilla	Neisseria_unclassified	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Homo	Neisseria_unclassified	4	6	66.7
MALT	refseq	genus	0.05	Gorilla	Olsenella	2	3	66.7
MALT	refseq	genus	0.05	Pan	Olsenella	2	3	66.7
MALT	refseq	genus	0.05	Homo	Olsenella	5	6	83.3
MetaPhlAn2	mp2	genus	0.05	Gorilla	Olsenella	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Olsenella	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Olsenella	5	6	83.3
MALT	refseq	species	0.05	Homo	Olsenella sp. oral taxon 807	4	6	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Olsenella_uli	3	3	100
MALT	refseq	genus	0.05	Pan	Oribacterium	2	3	66.7
MALT	refseq	genus	0.05	Alouatta	Ottowia	1	1	100
MALT	refseq	species	0.05	Alouatta	Ottowia sp. oral taxon 894	1	1	100
MALT	refseq	genus	0.05	Pan	Parabacteroides	2	3	66.7
MALT	refseq	genus	0.05	Pan	Paraeggerthella	2	3	66.7
MALT	refseq	genus	0.05	Pan	Parvimonas	2	3	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Parvimonas	3	3	100
MetaPhlAn2	mp2	species	0.05	Pan	Parvimonas_micra	2	3	66.7
MetaPhlAn2	mp2	species	0.05	Pan	Parvimonas_unclassified	3	3	100
MALT	refseq	genus	0.05	Alouatta	Pasteurella	1	1	100
MALT	refseq	species	0.05	Alouatta	Pasteurella multocida	1	1	100
MALT	refseq	species	0.05	Alouatta	Pasteurella testudinis	1	1	100
MetaPhlAn2	mp2	genus	0.05	Homo	Peptostreptococcaceae_noname	5	6	83.3
MALT	refseq	genus	0.05	Pan	Phocaeicola	2	3	66.7
MALT	refseq	genus	0.05	Homo	Phocaeicola	4	6	66.7
MALT	refseq	species	0.05	Homo	Phocaeicola abscessus	4	6	66.7
MALT	refseq	genus	0.05	Pan	Porphyromonas	2	3	66.7
MALT	refseq	genus	0.05	Homo	Porphyromonas	4	6	66.7
MetaPhlAn2	mp2	genus	0.05	Pan	Porphyromonas	3	3	100
MetaPhlAn2	mp2	genus	0.05	Homo	Porphyromonas	5	6	83.3
MetaPhlAn2	mp2	species	0.05	Pan	Porphyromonas_gingivalis	3	3	100
MALT	refseq	genus	0.05	Gorilla	Prevotella	2	3	66.7
MALT	refseq	genus	0.05	Pan	Prevotella	2	3	66.7
MALT	refseq	genus	0.05	Homo	Prevotella	5	6	83.3
