study_accession	secondary_sample_accession	experiment_accession	run_accession	instrument_model	library_name	library_layout	library_strategy	read_count	fastq_ftp	submitted_ftp	sra_ftp
PRJEB18629	ERS1601058	ERX1944252	ERR1883751	Illumina MiSeq	D2389	PAIRED	Targeted-Capture	494336	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883751/ERR1883751.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883751/ERR1883751_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883751/ERR1883751_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2389.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2389.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883751
PRJEB18629	ERS1601059	ERX1944253	ERR1883752	Illumina MiSeq	D2390	PAIRED	Targeted-Capture	560201	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883752/ERR1883752.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883752/ERR1883752_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883752/ERR1883752_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2390.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2390.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883752
PRJEB18629	ERS1601060	ERX1944254	ERR1883753	Illumina MiSeq	D2391	PAIRED	Targeted-Capture	368559	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883753/ERR1883753.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883753/ERR1883753_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883753/ERR1883753_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2391.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2391.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883753
PRJEB18629	ERS1601061	ERX1944255	ERR1883754	Illumina MiSeq	D2392	PAIRED	Targeted-Capture	206572	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883754/ERR1883754.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883754/ERR1883754_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883754/ERR1883754_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2392.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2392.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883754
PRJEB18629	ERS1601062	ERX1944256	ERR1883755	Illumina MiSeq	D2393	PAIRED	Targeted-Capture	228639	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883755/ERR1883755.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883755/ERR1883755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883755/ERR1883755_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2393.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2393.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883755
PRJEB18629	ERS1601063	ERX1944257	ERR1883756	Illumina MiSeq	D2394	PAIRED	Targeted-Capture	500743	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883756/ERR1883756.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883756/ERR1883756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883756/ERR1883756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2394.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2394.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883756
PRJEB18629	ERS1601064	ERX1944258	ERR1883757	Illumina MiSeq	D2383	PAIRED	Targeted-Capture	357755	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883757/ERR1883757.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883757/ERR1883757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883757/ERR1883757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2383.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2383.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883757
PRJEB18629	ERS1601065	ERX1944259	ERR1883758	Illumina MiSeq	D2384	PAIRED	Targeted-Capture	429462	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883758/ERR1883758.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883758/ERR1883758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883758/ERR1883758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2384.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2384.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883758
PRJEB18629	ERS1601066	ERX1944260	ERR1883759	Illumina MiSeq	D2385	PAIRED	Targeted-Capture	406669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883759/ERR1883759.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883759/ERR1883759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883759/ERR1883759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2385.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2385.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883759
PRJEB18629	ERS1601067	ERX1944261	ERR1883760	Illumina MiSeq	D2386	PAIRED	Targeted-Capture	430412	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883760/ERR1883760.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883760/ERR1883760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883760/ERR1883760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2386.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2386.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883760
PRJEB18629	ERS1601068	ERX1944262	ERR1883761	Illumina MiSeq	D2387	PAIRED	Targeted-Capture	464090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883761/ERR1883761.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883761/ERR1883761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883761/ERR1883761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2387.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2387.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883761
PRJEB18629	ERS1601069	ERX1944263	ERR1883762	Illumina MiSeq	D2388	PAIRED	Targeted-Capture	604205	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883762/ERR1883762.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883762/ERR1883762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883762/ERR1883762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2388.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2388.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883762
PRJEB18629	ERS1601070	ERX1944264	ERR1883763	Illumina MiSeq	D2325	PAIRED	Targeted-Capture	720813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883763/ERR1883763.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883763/ERR1883763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883763/ERR1883763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2325.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2325.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883763
PRJEB18629	ERS1601071	ERX1944265	ERR1883764	Illumina MiSeq	D2326	PAIRED	Targeted-Capture	686713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883764/ERR1883764.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883764/ERR1883764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883764/ERR1883764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2326.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2326.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883764
PRJEB18629	ERS1601072	ERX1944266	ERR1883765	Illumina MiSeq	D2327	PAIRED	Targeted-Capture	716466	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883765/ERR1883765.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883765/ERR1883765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883765/ERR1883765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2327.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2327.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883765
PRJEB18629	ERS1601073	ERX1944267	ERR1883766	Illumina MiSeq	D2328	PAIRED	Targeted-Capture	531592	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883766/ERR1883766.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883766/ERR1883766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883766/ERR1883766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2328.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2328.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883766
PRJEB18629	ERS1601074	ERX1944268	ERR1883767	Illumina MiSeq	D2329	PAIRED	Targeted-Capture	632636	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883767/ERR1883767.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883767/ERR1883767_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883767/ERR1883767_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2329.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2329.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883767
PRJEB18629	ERS1601075	ERX1944269	ERR1883768	Illumina MiSeq	D2330	PAIRED	Targeted-Capture	458576	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883768/ERR1883768.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883768/ERR1883768_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883768/ERR1883768_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2330.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2330.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883768
PRJEB18629	ERS1601076	ERX1944270	ERR1883769	Illumina MiSeq	D2331	PAIRED	Targeted-Capture	624091	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883769/ERR1883769.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883769/ERR1883769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883769/ERR1883769_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2331.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2331.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883769
PRJEB18629	ERS1601077	ERX1944271	ERR1883770	Illumina MiSeq	D2639	PAIRED	Targeted-Capture	1897667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883770/ERR1883770.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883770/ERR1883770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883770/ERR1883770_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2639.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2639.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883770
PRJEB18629	ERS1601078	ERX1944272	ERR1883771	Illumina MiSeq	D2640	PAIRED	Targeted-Capture	1835407	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883771/ERR1883771.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883771/ERR1883771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883771/ERR1883771_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2640.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2640.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883771
PRJEB18629	ERS1601079	ERX1944273	ERR1883772	Illumina MiSeq	D2641	PAIRED	Targeted-Capture	1814493	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883772/ERR1883772.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883772/ERR1883772_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883772/ERR1883772_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2641.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2641.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883772
PRJEB18629	ERS1601080	ERX1944274	ERR1883773	Illumina MiSeq	D2642	PAIRED	Targeted-Capture	1756791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883773/ERR1883773.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883773/ERR1883773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883773/ERR1883773_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2642.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2642.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883773
PRJEB18629	ERS1601081	ERX1944275	ERR1883774	Illumina MiSeq	D2643	PAIRED	Targeted-Capture	1472695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883774/ERR1883774.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883774/ERR1883774_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883774/ERR1883774_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2643.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2643.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883774
PRJEB18629	ERS1601082	ERX1944276	ERR1883775	Illumina MiSeq	D2644	PAIRED	Targeted-Capture	1049257	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883775/ERR1883775.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883775/ERR1883775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883775/ERR1883775_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2644.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2644.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883775
PRJEB18629	ERS1601083	ERX1944277	ERR1883776	Illumina MiSeq	D2332	PAIRED	Targeted-Capture	598293	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883776/ERR1883776.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883776/ERR1883776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883776/ERR1883776_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2332.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2332.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883776
PRJEB18629	ERS1601084	ERX1944278	ERR1883777	Illumina MiSeq	D2335	PAIRED	Targeted-Capture	603199	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883777/ERR1883777.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883777/ERR1883777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883777/ERR1883777_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2335.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2335.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883777
PRJEB18629	ERS1601085	ERX1944279	ERR1883778	Illumina MiSeq	D2336	PAIRED	Targeted-Capture	652246	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883778/ERR1883778.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883778/ERR1883778_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883778/ERR1883778_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2336.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2336.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883778
PRJEB18629	ERS1601086	ERX1944280	ERR1883779	Illumina MiSeq	D2337	PAIRED	Targeted-Capture	446319	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883779/ERR1883779.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883779/ERR1883779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883779/ERR1883779_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2337.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2337.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883779
PRJEB18629	ERS1601087	ERX1944281	ERR1883780	Illumina MiSeq	D2338	PAIRED	Targeted-Capture	524352	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883780/ERR1883780.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883780/ERR1883780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883780/ERR1883780_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2338.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2338.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883780
PRJEB18629	ERS1601088	ERX1944282	ERR1883781	Illumina MiSeq	D2339	PAIRED	Targeted-Capture	652921	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883781/ERR1883781.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883781/ERR1883781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883781/ERR1883781_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2339.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2339.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883781
PRJEB18629	ERS1601089	ERX1944283	ERR1883782	Illumina MiSeq	D2340	PAIRED	Targeted-Capture	528870	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883782/ERR1883782.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883782/ERR1883782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883782/ERR1883782_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2340.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2340.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883782
PRJEB18629	ERS1601090	ERX1944284	ERR1883783	Illumina MiSeq	D2347	PAIRED	Targeted-Capture	606862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883783/ERR1883783.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883783/ERR1883783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883783/ERR1883783_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2347.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2347.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883783
PRJEB18629	ERS1601091	ERX1944285	ERR1883784	Illumina MiSeq	D2348	PAIRED	Targeted-Capture	590848	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883784/ERR1883784.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883784/ERR1883784_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883784/ERR1883784_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2348.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2348.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883784
PRJEB18629	ERS1601092	ERX1944286	ERR1883785	Illumina MiSeq	D2349	PAIRED	Targeted-Capture	687419	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883785/ERR1883785.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883785/ERR1883785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883785/ERR1883785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2349.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2349.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883785
PRJEB18629	ERS1601093	ERX1944287	ERR1883786	Illumina MiSeq	D2350	PAIRED	Targeted-Capture	617315	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883786/ERR1883786.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883786/ERR1883786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883786/ERR1883786_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2350.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2350.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883786
PRJEB18629	ERS1601094	ERX1944288	ERR1883787	Illumina MiSeq	D2351	PAIRED	Targeted-Capture	480933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883787/ERR1883787.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883787/ERR1883787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883787/ERR1883787_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2351.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2351.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883787
PRJEB18629	ERS1601095	ERX1944289	ERR1883788	Illumina MiSeq	D2352	PAIRED	Targeted-Capture	363143	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883788/ERR1883788.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883788/ERR1883788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883788/ERR1883788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2352.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2352.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883788
PRJEB18629	ERS1601096	ERX1944290	ERR1883789	Illumina MiSeq	D2402	PAIRED	Targeted-Capture	490347	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883789/ERR1883789.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883789/ERR1883789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883789/ERR1883789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2402.bam;ftp.sra.ebi.ac.uk/vol1/ERA846/ERA846168/bam/D2402.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883789
