"Datasets"	"Sum"
"uncultured Flavobacteriales bacterium"	269
"uncultured Flavobacteriia bacterium"	55331
"uncultured Flavobacterium sp."	170
"uncultured Flexibacter sp."	20
"uncultured Flexistipes sp."	106
"uncultured forest soil bacterium"	38
"uncultured freshwater bacterium"	26
"uncultured Fusobacteria bacterium"	379
"uncultured Fusobacteriaceae bacterium"	5
"uncultured Fusobacterium sp."	2838
"uncultured Gallionella sp."	6
"uncultured Gallionellaceae bacterium"	174
"uncultured gamma proteobacterium"	17441
"uncultured gamma proteobacterium 400m-ATT-3"	5
"uncultured gamma proteobacterium CHAB-I-7"	140
"uncultured gamma proteobacterium DCM-ATT-12"	9
"uncultured gamma proteobacterium DCM-ATT-13"	7
"uncultured gamma proteobacterium DCM-FREE-1"	6
"uncultured gamma proteobacterium EB000_37F04"	50
"uncultured gamma proteobacterium EB000_65A11"	171
"uncultured gamma proteobacterium EB080_L93H08"	247
"uncultured gamma proteobacterium EB750_07C09"	1711
"uncultured gamma proteobacterium EBAC_27G05"	4755
"uncultured gamma proteobacterium HF0010_01E20"	467
"uncultured gamma proteobacterium HF0010_05D02"	451
"uncultured gamma proteobacterium HF0010_11K06"	8778
"uncultured gamma proteobacterium HF0010_16J05"	792
"uncultured gamma proteobacterium HF0010_20H22"	2179
"uncultured gamma proteobacterium HF0010_26J14"	5
"uncultured gamma proteobacterium HF0070_08D07"	3635
"uncultured gamma proteobacterium HF0070_10G19"	1978
"uncultured gamma proteobacterium HF0130_22O14"	8380
"uncultured gamma proteobacterium HF0130_23I23"	28873
"uncultured gamma proteobacterium HF0130_25M15"	5494
"uncultured gamma proteobacterium HF0200_34B07"	3179
"uncultured gamma proteobacterium HF0500_05P21"	1010
"uncultured gamma proteobacterium HF0500_32L01"	1045
"uncultured gamma proteobacterium HF0770_09E07"	13011
"uncultured gamma proteobacterium HF0770_40P16"	738
"uncultured gamma proteobacterium HF4000_19M20"	905
"uncultured gamma proteobacterium HF4000_48E10"	59
"uncultured gamma proteobacterium HF4000_48J03"	109
"uncultured gamma proteobacterium MB11B11"	55
"uncultured gamma proteobacterium QSSC9L-5"	16
"uncultured gamma proteobacterium Rifle_16ft_4_minimus_1061"	64
"uncultured gamma proteobacterium Rifle_16ft_4_minimus_5046"	506
"uncultured Gemmatimonadaceae bacterium"	147
"uncultured Gemmatimonadales bacterium"	58
"uncultured Gemmatimonadales bacterium HF4000_15H13"	278
"uncultured Gemmatimonadetes bacterium"	399
"uncultured Gemmatimonadetes bacterium Rifle_16ft_4_minimus_1650"	1317
"uncultured Gemmatimonadetes bacterium Rifle_16ft_4_minimus_27071"	6
"uncultured Gemmatimonadetes bacterium Rifle_16ft_4_minimus_34782"	10
"uncultured Gemmatimonadetes bacterium Rifle_16ft_4_minimus_37772"	2151
"uncultured Gemmatimonadetes bacterium Rifle_16ft_4_minimus_7"	1678
"uncultured Gemmatimonas sp."	371
"uncultured Geobacter sp."	1779
"uncultured Geobacteraceae bacterium"	41
"uncultured Geothrix sp."	8
"uncultured Gluconacetobacter sp."	94
"uncultured Gramella sp."	43
"uncultured Granulibacter sp."	13
"uncultured Haemophilus sp."	1296
"uncultured Hahellaceae bacterium"	8
"uncultured Haliangium sp."	185
"uncultured Halomonas sp."	82
"uncultured Halovibrio sp."	151
"uncultured Helicobacter sp."	50
"uncultured Herbaspirillum sp."	186
"uncultured Hippea sp."	85
"uncultured human intestinal bacterium"	7
"uncultured human oral bacterium"	256
"uncultured human oral bacterium A11"	47
"uncultured human oral bacterium A21"	5
"uncultured human oral bacterium A4"	12
"uncultured human oral bacterium A44"	6
"uncultured Hydrogenophaga sp."	28
"uncultured Hyphomicrobiaceae bacterium"	18
"uncultured Hyphomicrobium sp."	161
"uncultured Hyphomonas sp."	18
"uncultured Idiomarina sp."	10
"uncultured Ignavibacteria bacterium Rifle_16ft_4_minimus_20697"	6
"uncultured Ignavibacteria bacterium Rifle_16ft_4_minimus_28285"	29
"uncultured Ignavibacteria bacterium Rifle_16ft_4_minimus_32691"	80
"uncultured Ignavibacteria bacterium Rifle_16ft_4_minimus_38491"	56
"uncultured Ilyobacter sp."	102
"uncultured Jannaschia sp."	14
"uncultured Kingella sp."	244
"uncultured Klebsiella sp."	26
"uncultured Latescibacteria bacterium"	605
"uncultured Lautropia sp."	5181
"uncultured Leeuwenhoekiella sp."	1859
"uncultured Legionella sp."	57
"uncultured Legionellaceae bacterium"	5
"uncultured Legionellales bacterium"	15
"uncultured Leptothrix sp."	298
"uncultured Leptotrichia sp."	1987
"uncultured Limnohabitans sp."	72
"uncultured Magnetospirillum sp."	24
"uncultured maize root bacterium Zmrc113"	36
"uncultured maize root bacterium Zmrc156"	5
"uncultured maize root bacterium Zmrc184"	33
"uncultured maize root bacterium Zmrc240"	7
"uncultured maize root bacterium Zmrc44"	7
"uncultured maize root bacterium Zmrc9"	12
"uncultured Maricaulis sp."	8
"uncultured marine alpha proteobacterium"	5888
"uncultured marine alpha proteobacterium HOT2C01"	3476
"uncultured marine alpha proteobacterium MBE15"	17
"uncultured marine bacterium"	29697
"uncultured marine bacterium 105"	27
"uncultured marine bacterium 106"	239
"uncultured marine bacterium 159"	1406
"uncultured marine bacterium 311"	2510
"uncultured marine bacterium 313"	2015
"uncultured marine bacterium 314"	1547
"uncultured marine bacterium 438"	60
"uncultured marine bacterium 439"	658
"uncultured marine bacterium 440"	8734
"uncultured marine bacterium 441"	39
"uncultured marine bacterium 463"	531
"uncultured marine bacterium 560"	678
"uncultured marine bacterium 577"	164
"uncultured marine bacterium 578"	304
"uncultured marine bacterium 580"	250
"uncultured marine bacterium 582"	34
"uncultured marine bacterium 583"	235
"uncultured marine bacterium 66A03"	62
"uncultured marine bacterium Ant39E11"	229
"uncultured marine bacterium Ant4D3"	191
"uncultured marine bacterium Ant4D5"	300
"uncultured marine bacterium Ant4E12"	1556
"uncultured marine bacterium EB0_35D03"	112
"uncultured marine bacterium EB0_39H12"	1721
"uncultured marine bacterium EB0_41B09"	13
"uncultured marine bacterium EB0_49D07"	2268
"uncultured marine bacterium EB0_50A10"	56
"uncultured marine bacterium EB000_55B11"	17
"uncultured marine bacterium EB80_02D08"	685
"uncultured marine bacterium EB80_69G07"	99945
"uncultured marine bacterium HF10_05C07"	13
"uncultured marine bacterium HF10_12C08"	2941
"uncultured marine bacterium HF10_19P19"	721
"uncultured marine bacterium HF10_25F10"	2678
"uncultured marine bacterium HF10_29C11"	173
"uncultured marine bacterium HF10_45G01"	107500
"uncultured marine bacterium HF10_49E08"	564
"uncultured marine bacterium HF130_81H07"	60
"uncultured marine bacterium HF4000_APKG2098"	5926
"uncultured marine bacterium MedDCM-OCT-S01-C266"	145
"uncultured marine bacterium MedDCM-OCT-S04-C102"	3117
"uncultured marine bacterium MedDCM-OCT-S04-C109"	3155
"uncultured marine bacterium MedDCM-OCT-S04-C123"	12
"uncultured marine bacterium MedDCM-OCT-S04-C13"	63
"uncultured marine bacterium MedDCM-OCT-S04-C191"	2845
"uncultured marine bacterium MedDCM-OCT-S04-C293"	4703
"uncultured marine bacterium MedDCM-OCT-S04-C385"	3910
"uncultured marine bacterium MedDCM-OCT-S04-C40"	2615
"uncultured marine bacterium MedDCM-OCT-S04-C448"	1980
"uncultured marine bacterium MedDCM-OCT-S04-C694"	10968
"uncultured marine bacterium MedDCM-OCT-S04-C7"	940
"uncultured marine bacterium MedDCM-OCT-S04-C72"	148
"uncultured marine bacterium MedDCM-OCT-S04-C749"	13255
"uncultured marine bacterium MedDCM-OCT-S05-C114"	53
"uncultured marine bacterium MedDCM-OCT-S05-C222"	992
"uncultured marine bacterium MedDCM-OCT-S05-C259"	185
"uncultured marine bacterium MedDCM-OCT-S05-C362"	2811
"uncultured marine bacterium MedDCM-OCT-S08-C1068"	16218
"uncultured marine bacterium MedDCM-OCT-S08-C116"	2438
"uncultured marine bacterium MedDCM-OCT-S08-C1340"	740
"uncultured marine bacterium MedDCM-OCT-S08-C1463"	484
"uncultured marine bacterium MedDCM-OCT-S08-C1605"	108
"uncultured marine bacterium MedDCM-OCT-S09-C145"	5175
"uncultured marine bacterium MedDCM-OCT-S09-C166"	8541
"uncultured marine bacterium MedDCM-OCT-S09-C199"	72
"uncultured marine bacterium MedDCM-OCT-S09-C247"	6791
"uncultured marine bacterium MedDCM-OCT-S09-C3"	47
"uncultured marine bacterium MedDCM-OCT-S11-C310"	9
"uncultured marine bacterium MedDCM-OCT-S11-C95"	3180
"uncultured marine bacterium MedDCM-OCT-S12-C289"	2067
"uncultured marine bacterium NH16-16"	8
"uncultured marine bacterium PPT_M1"	76
"uncultured marine bacterium PPT_M2"	23
"uncultured marine gamma proteobacterium EBAC31A08"	203
"uncultured marine Nitrospinaceae bacterium"	1677
"uncultured marine proteobacterium ANT8C10"	9
"uncultured Marinilabiliaceae bacterium"	234
"uncultured Marinimicrobia bacterium HF0010_18O13"	31062
"uncultured Marinobacter sp."	917
"uncultured Marinovum sp."	12
"uncultured Massilia sp."	13
"uncultured Mesorhizobium sp."	191
"uncultured methanotrophic bacterium"	5
"uncultured Methylobacterium sp."	24
"uncultured Methylocella sp."	5
"uncultured Methylococcaceae bacterium"	18
"uncultured Methylococcus sp."	6
"uncultured Methylocystis sp. GSC357"	17
"uncultured Methylophilaceae bacterium"	15
"uncultured murine large bowel bacterium BAC 14"	27
"uncultured murine large bowel bacterium BAC 31B"	2261
"uncultured murine large bowel bacterium BAC 54B"	102
"uncultured myxobacterium HF0010_08B07"	3209
"uncultured myxobacterium HF0200_01L06"	577
"uncultured myxobacterium HF0200_05J13"	116
"uncultured Myxococcales bacterium"	822
"uncultured Neisseria NS1"	5
"uncultured Neisseria sp."	8719
"uncultured Neisseriaceae bacterium"	34
"uncultured Neisseriales bacterium"	20
"uncultured nitrite-oxidizing bacterium"	20
"uncultured Nitrobacter sp."	59
"uncultured nitrogen-fixing bacterium"	595
"uncultured nitrogen-fixing bacterium B34"	5
"uncultured Nitrosococcus sp."	35
"uncultured Nitrosomonadaceae bacterium"	38
"uncultured Nitrosomonas sp."	44
"uncultured Nitrosospira sp."	129
"uncultured Nitrosospira sp. B6"	47
"uncultured Nitrospina sp."	1439
"uncultured Nitrospinaceae bacterium"	7
"uncultured Nitrospira sp."	707
"uncultured Nitrospirae bacterium"	26
"uncultured Nitrospirae bacterium MY2-3C"	40
"uncultured Nitrospirae bacterium MY3-5B"	14
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_10340"	986
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_14985"	19
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_18822"	11
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_27962"	5
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_28768"	33
"uncultured Nitrospirae bacterium Rifle_16ft_4_minimus_38035"	5
"uncultured Nordella sp."	12
"uncultured Novosphingobium sp."	7
"uncultured nuHF2 cluster bacterium HF0130_29D04"	2515
"uncultured nuHF2 cluster bacterium HF0500_02A10"	1875
"uncultured nuHF2 cluster bacterium HF0500_39O04"	650
"uncultured nuHF2 cluster bacterium HF0770_19K18"	1658
"uncultured Oceanospirillales bacterium"	49
"uncultured Oligotropha sp."	10
"uncultured Ottowia sp."	14
"uncultured Owenweeksia sp."	11
"uncultured Oxalobacteraceae bacterium"	5
"uncultured Paludibacter sp."	89
"uncultured Pantoea sp."	14
"uncultured Parabacteroides sp."	399
"uncultured Paracoccus sp."	8
"uncultured Paraprevotella sp."	53
"uncultured Parvibaculum sp."	8
"uncultured Pasteurella sp."	26
"uncultured Pasteurellaceae bacterium"	24
"uncultured Pectobacterium sp."	108
"uncultured Pelagibacteraceae bacterium"	15
"uncultured Pelagibacterales bacterium"	20165
"uncultured Pelagibius sp."	39
"uncultured Pelobacter sp."	76
"uncultured Pelomonas sp."	16
"uncultured Peredibacter sp."	173
"uncultured pig faeces bacterium"	15920
"uncultured Polaribacter sp."	111
"uncultured Polaromonas sp."	184
"uncultured Polyangiaceae bacterium"	5
"uncultured Porphyrobacter sp."	5
"uncultured Porphyromonadaceae bacterium"	1404
"uncultured Porphyromonas sp."	1281
"uncultured Prevotella sp."	13364
"uncultured Prevotellaceae bacterium"	5362
"uncultured Prolixibacter sp."	6
"uncultured Propionigenium sp."	204
"uncultured Propionivibrio sp."	46
"uncultured Proteiniphilum sp."	7
"uncultured proteobacterium"	4240
"uncultured proteobacterium 90H6"	95
"uncultured proteobacterium DelRiverFos06H03"	94
"uncultured proteobacterium DelRiverFos13D03"	8
"uncultured proteobacterium EBAC39D12"	41
"uncultured proteobacterium EBAC40E09"	7852
"uncultured proteobacterium EBAC46D07"	25
"uncultured proteobacterium eBACred25D05"	803
"uncultured proteobacterium QS1"	96
"uncultured proteobacterium RedeBAC7D11"	11445
"uncultured proteobacterium Rifle_16ft_4_minimus_11209"	6
"uncultured proteobacterium Rifle_16ft_4_minimus_1560"	169
"uncultured proteobacterium Rifle_16ft_4_minimus_30456"	56
"uncultured Pseudaminobacter sp."	120
"uncultured Pseudoalteromonadaceae bacterium"	6
"uncultured Pseudoalteromonas sp."	370
"uncultured Pseudolabrys sp."	349
"uncultured Pseudomonadales bacterium"	51
"uncultured Pseudomonas sp."	954
"uncultured Pseudorhodoferax sp."	52
"uncultured Psychrobacter sp."	11
"uncultured Ralstonia sp."	175
"uncultured Reyranella sp."	29
"uncultured Rhizobiaceae bacterium"	5
"uncultured Rhizobiales bacterium"	514
"uncultured Rhizobium sp."	221
"uncultured Rhizomicrobium sp."	18
"uncultured Rhodobacter sp."	114
"uncultured Rhodobacteraceae bacterium"	66
"uncultured Rhodobacterales bacterium"	364
"uncultured Rhodobacterales bacterium HF4000_03E16"	30
"uncultured Rhodobium sp."	11
"uncultured Rhodocyclaceae bacterium"	205
"uncultured Rhodocyclales bacterium"	29
"uncultured Rhodoferax sp."	10
"uncultured Rhodomicrobium sp."	6
"uncultured Rhodoplanes sp."	72
"uncultured Rhodopseudomonas sp."	32
"uncultured Rhodospirillaceae bacterium"	132
"uncultured Rhodospirillales bacterium"	149
"uncultured Rhodospirillales bacterium HF0200_01O14"	498
"uncultured Rhodospirillales bacterium HF0500_23A22"	136
"uncultured Rhodospirillales bacterium HF4000_24M03"	1073
"uncultured Rhodospirillales bacterium HF4000_38H21"	85
"uncultured Rhodospirillum sp."	49
"uncultured Rickettsia sp."	92
"uncultured Rickettsiales bacterium"	28
"uncultured Rickettsiales bacterium HF4000_[384]001L24"	47
"uncultured Rickettsiales bacterium HF4000_[384]010L19"	20
"uncultured Rikenellaceae bacterium"	11
"uncultured Roseobacter sp."	11
"uncultured Roseovarius sp."	15
"uncultured Ruegeria sp."	5
"uncultured rumen bacterium"	19663
"uncultured rumen bacterium 3C0d-17"	76
"uncultured rumen bacterium 4C0d-19"	8
"uncultured rumen bacterium 4C28d-20"	31
"uncultured rumen bacterium 4C28d-24"	8
"uncultured rumen bacterium 4C28d-8"	15
"uncultured rumen bacterium clone 16"	10
"uncultured rumen bacterium clone 40"	5
"uncultured rumen bacterium jw11RRI"	9
"uncultured rumen bacterium jw22RRI"	12
"uncultured rumen bacterium jw25RRI"	95
"uncultured rumen bacterium jw6RRI"	24
"uncultured SAB reactor bacterium band 3"	40
"uncultured Saccharophagus sp."	12
"uncultured Salegentibacter sp."	62
"uncultured Salinicola sp."	164
"uncultured Salmonella sp."	24
"uncultured SAR11 cluster bacterium HF4000_37C10"	1566
"uncultured SAR116 cluster alpha proteobacterium"	22
"uncultured SAR276 cluster bacterium"	215
"uncultured SAR324 cluster bacterium"	275
"uncultured Schlegelella sp."	6
"uncultured sediment bacterium"	88
"uncultured Shewanella sp."	7
"uncultured Shewanellaceae bacterium"	42
"uncultured Shigella sp."	8
"uncultured Sinobacteraceae bacterium"	346
"uncultured Sinorhizobium sp."	80
"uncultured sludge bacterium"	12
"uncultured sludge bacterium A6b"	71
"uncultured sludge bacterium A9"	17
"uncultured Smithella sp."	10
"uncultured Sneathia sp."	19
"uncultured soil bacterium"	34341
"uncultured Solibacter sp."	5
"uncultured Sorangium sp."	79
"uncultured Sphingobacteriales bacterium"	339
"uncultured Sphingobacteriales bacterium HF0010_19H17"	3540
"uncultured Sphingobacteriales bacterium HF0130_33B19"	260
"uncultured Sphingobacteriia bacterium"	777
"uncultured Sphingobacterium sp."	14
"uncultured Sphingobacterium sp. EB080_L08E11"	306
"uncultured Sphingobium sp."	54
"uncultured Sphingomonadaceae bacterium"	29
"uncultured Sphingomonas sp."	76
"uncultured Steroidobacter sp."	5
"uncultured sulfate-reducing bacterium"	4769
"uncultured Sutterella sp."	63
"uncultured swine feces bacterium F17"	5
"uncultured Syntrophobacter sp."	29
"uncultured Tannerella sp."	158
"uncultured temperate forest soil bacterium"	34
"uncultured Termite group 1 bacterium phylotype Rs-D17"	1763
"uncultured Terrahaemophilus sp."	888
"uncultured Thauera sp."	64
"uncultured Thioalkalivibrio sp."	33
"uncultured Thiobacillus sp."	158
"uncultured Thiomonas sp."	14
"uncultured Variovorax sp."	53
"uncultured Verminephrobacter sp."	1118
"uncultured Xanthobacter sp."	6
"uncultured Xanthobacteraceae bacterium"	38
"uncultured yard-trimming-compost bacterium"	6
"unidentified bacterium CPA49"	201
"unidentified bacterium CPA52"	64
"unidentified bacterium CPA54"	19
"unidentified bacterium CPA56"	10
"unidentified bacterium CPA61"	22
"unidentified bacterium CPA62"	23
"unidentified bacterium CPA63"	30
"unidentified bacterium CPB139"	7
"unidentified bacterium CPB141"	5
"unidentified bacterium CPB7677"	841
"unidentified bacterium purpleX"	99
"unidentified bacterium Rr327"	28
"unidentified bacterium Rr368"	28
"unidentified bacterium SM-A01"	339
"unidentified bacterium SM-A02"	5
"unidentified bacterium SM-A03"	16
"unidentified bacterium SM-A07"	5
"unidentified bacterium SM-A11"	27
"unidentified bacterium SM-A12"	10
"unidentified bacterium SM-A13"	82
"unidentified bacterium SM-A17"	39
"unidentified bacterium SM-A21"	23
"unidentified bacterium SM-A26"	17
"unidentified bacterium SM-A31"	82
"unidentified bacterium SM-A32"	65
"unidentified bacterium SM-A33"	67
"unidentified bacterium SM-A37"	20
"unidentified bacterium SM-A39"	5
"unidentified bacterium SM-A43"	21
"unidentified bacterium SM-A46"	5
"unidentified bacterium SM-A48"	33
"unidentified bacterium SM-A53"	6
"unidentified bacterium SM-A54"	14
"unidentified bacterium SM-A55"	19
"unidentified bacterium SM-A56"	6
"unidentified bacterium SM-A65"	93
"unidentified bacterium SM-A74"	54
"unidentified bacterium SM-A75"	11
"unidentified bacterium SM-A76"	53
"unidentified bacterium SM-A77"	7
